BudgetMonth,StoreKey,ChannelKey,Category,BudgetUnits,BudgetSales,BudgetGrossProfit,TargetMarginPct,Scenario,BudgetOwner,FiscalYear,FiscalQuarter,Year,MonthNum,MonthName
2024-12-01,216,2,Electronics,168,136967.21,51132.08,0.3733,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,216,2,Fashion,160,15724.2,5616.89,0.3572,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,216,2,Furniture,77,38993.29,11575.92,0.2969,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,216,2,Grocery,78,2099.89,726.11,0.3458,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,216,2,Home Appliances,68,30465.53,9902.71,0.325,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,216,2,Office Supplies,88,4427.95,1689.1,0.3815,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,216,2,Sports,84,15023.01,5198.71,0.346,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,217,2,Beauty,120,6422.17,2293.85,0.3572,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,217,2,Electronics,181,195774.56,75558.03,0.3859,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,217,2,Fashion,173,15640.62,6175.1,0.3948,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,217,2,Furniture,83,37502.79,13063.63,0.3483,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,217,2,Grocery,76,2009.51,648.95,0.3229,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,217,2,Home Appliances,120,45513.67,19091.27,0.4195,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,217,2,Office Supplies,59,2345.33,830.01,0.3539,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,217,2,Sports,80,13352.32,5655.75,0.4236,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,218,3,Beauty,368,15498.97,5615.64,0.3623,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,218,3,Electronics,617,517036.14,190185.97,0.3678,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,218,3,Fashion,355,33153.18,11938.62,0.3601,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,218,3,Furniture,271,157132.74,56392.55,0.3589,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,218,3,Grocery,562,14238.14,4683.28,0.3289,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,218,3,Home Appliances,620,244802.05,71800.76,0.2933,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,218,3,Office Supplies,487,21770.58,7938.61,0.3646,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,218,3,Sports,313,46510.73,18508.32,0.3979,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,219,3,Beauty,470,23550.98,7896.57,0.3353,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,219,3,Electronics,883,733623.1,257613.11,0.3512,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,219,3,Fashion,280,31163.95,10965.84,0.3519,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,219,3,Furniture,351,194439.86,65986.62,0.3394,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,219,3,Grocery,711,17351.44,5930.41,0.3418,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,219,3,Home Appliances,417,182100.81,65597.46,0.3602,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,219,3,Office Supplies,376,17976.3,6293.5,0.3501,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2024-12-01,219,3,Sports,331,53001.94,17122.0,0.323,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,220,4,Beauty,131,6091.14,1851.95,0.304,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,220,4,Electronics,149,144433.86,51814.23,0.3587,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,220,4,Fashion,148,12476.73,4706.98,0.3773,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,220,4,Furniture,63,32464.16,9596.28,0.2956,Stretch,Regional Director,2025,FQ3,2024,12,December
2024-12-01,220,4,Grocery,123,2911.94,1054.66,0.3622,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,220,4,Home Appliances,111,53772.84,21863.39,0.4066,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,220,4,Office Supplies,111,5080.4,1883.91,0.3708,Stretch,Finance Ops,2025,FQ3,2024,12,December
2024-12-01,220,4,Sports,138,23421.09,9207.89,0.3931,Stretch,Commercial Planning,2025,FQ3,2024,12,December
2025-01-01,201,1,Beauty,10,353.68,116.83,0.3303,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,201,1,Electronics,15,13710.93,5731.91,0.4181,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,201,1,Fashion,20,2661.31,1150.65,0.4324,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,201,1,Furniture,23,21926.99,9007.45,0.4108,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,201,1,Grocery,6,100.04,43.05,0.4303,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,201,1,Home Appliances,23,9654.85,3454.33,0.3578,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,201,1,Office Supplies,19,845.07,291.27,0.3447,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,201,1,Sports,21,3309.77,915.58,0.2766,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,202,1,Beauty,21,1299.99,399.32,0.3072,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,202,1,Electronics,26,34797.3,15329.65,0.4405,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,202,1,Fashion,47,5810.55,2218.63,0.3818,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,202,1,Furniture,9,11458.23,4482.02,0.3912,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,202,1,Grocery,27,549.08,205.0,0.3734,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,202,1,Home Appliances,28,7754.29,2900.65,0.3741,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,202,1,Office Supplies,1,35.82,16.91,0.4721,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,202,1,Sports,41,6541.74,2900.9,0.4434,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,203,1,Beauty,5,268.26,89.86,0.335,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,203,1,Electronics,32,35137.6,13729.75,0.3907,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,203,1,Fashion,16,2127.35,1001.86,0.4709,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,203,1,Furniture,6,2381.91,815.04,0.3422,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,203,1,Grocery,9,245.38,88.65,0.3613,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,203,1,Home Appliances,47,25579.9,9934.1,0.3884,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,203,1,Office Supplies,10,573.43,212.87,0.3712,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,203,1,Sports,19,3713.86,1408.77,0.3793,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,204,1,Beauty,4,207.64,71.99,0.3467,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,204,1,Electronics,9,11329.1,4652.78,0.4107,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,204,1,Fashion,25,3199.94,1248.27,0.3901,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,204,1,Furniture,20,8138.02,2734.29,0.336,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,204,1,Grocery,10,263.27,95.58,0.363,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,204,1,Home Appliances,52,26449.29,9162.02,0.3464,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,204,1,Office Supplies,22,1126.69,405.86,0.3602,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,204,1,Sports,10,2306.52,1264.79,0.5484,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,205,1,Beauty,20,1010.43,458.76,0.454,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,205,1,Electronics,26,35664.52,14522.16,0.4072,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,205,1,Fashion,12,1145.65,384.82,0.3359,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,205,1,Furniture,2,1004.7,350.62,0.349,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,205,1,Grocery,7,236.75,76.74,0.3241,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,205,1,Home Appliances,6,3167.04,892.28,0.2817,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,205,1,Office Supplies,5,205.81,89.0,0.4324,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,205,1,Sports,16,1530.4,622.54,0.4068,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,206,1,Beauty,22,1264.22,454.37,0.3594,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,206,1,Electronics,21,33709.24,13605.75,0.4036,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,206,1,Fashion,9,593.84,248.32,0.4182,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,206,1,Furniture,9,6858.0,2362.27,0.3445,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,206,1,Grocery,17,553.05,197.19,0.3566,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,206,1,Home Appliances,3,1252.02,579.38,0.4628,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,206,1,Office Supplies,11,736.11,337.11,0.458,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,206,1,Sports,14,2499.98,840.03,0.336,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,207,1,Beauty,10,763.51,182.33,0.2388,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,207,1,Electronics,20,20264.88,8283.94,0.4088,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,207,1,Fashion,28,2920.76,1085.84,0.3718,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,207,1,Furniture,34,25000.84,8964.21,0.3586,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,207,1,Grocery,17,405.98,152.77,0.3763,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,207,1,Home Appliances,14,8416.93,3943.6,0.4685,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,207,1,Office Supplies,18,748.33,261.03,0.3488,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,207,1,Sports,40,7224.85,3230.42,0.4471,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,208,1,Beauty,12,700.55,220.22,0.3144,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,208,1,Electronics,21,26916.41,11147.31,0.4141,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,208,1,Fashion,3,299.38,105.33,0.3518,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,208,1,Furniture,26,15631.79,4835.82,0.3094,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,208,1,Grocery,35,1022.81,415.1,0.4058,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,208,1,Home Appliances,29,17273.4,7148.29,0.4138,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,208,1,Office Supplies,16,779.96,334.59,0.429,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,208,1,Sports,24,5657.09,1954.71,0.3455,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,209,1,Beauty,33,1815.29,519.71,0.2863,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,209,1,Electronics,24,24266.96,10924.27,0.4502,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,209,1,Fashion,13,1275.91,541.8,0.4246,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,209,1,Furniture,17,9874.77,4237.05,0.4291,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,209,1,Grocery,30,615.13,256.55,0.4171,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,209,1,Home Appliances,28,17474.9,6812.03,0.3898,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,209,1,Sports,23,4181.82,1698.37,0.4061,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,210,1,Beauty,23,1248.05,488.88,0.3917,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,210,1,Electronics,55,40445.76,17073.84,0.4221,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,210,1,Fashion,1,196.68,75.32,0.383,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,210,1,Furniture,21,13840.27,4515.2,0.3262,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,210,1,Grocery,2,56.56,17.71,0.3131,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,210,1,Home Appliances,10,5637.39,2243.13,0.3979,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,210,1,Office Supplies,5,196.69,87.25,0.4436,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,210,1,Sports,13,2787.51,1028.9,0.3691,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,211,1,Beauty,34,1655.7,681.15,0.4114,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,211,1,Electronics,38,46272.97,17596.96,0.3803,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,211,1,Fashion,2,92.23,30.06,0.3259,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,211,1,Furniture,18,12911.26,5466.69,0.4234,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,211,1,Grocery,11,204.75,79.48,0.3882,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,211,1,Home Appliances,35,15143.08,6993.73,0.4618,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,211,1,Office Supplies,12,655.33,273.99,0.4181,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,211,1,Sports,22,3288.11,1638.92,0.4984,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,212,1,Beauty,7,372.58,184.51,0.4952,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,212,1,Electronics,7,7610.78,2441.99,0.3209,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,212,1,Fashion,25,2464.83,1217.23,0.4938,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,212,1,Furniture,12,3663.85,1416.49,0.3866,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,212,1,Grocery,10,424.82,186.56,0.4392,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,212,1,Home Appliances,9,5687.93,1801.01,0.3166,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,212,1,Office Supplies,11,423.79,169.12,0.3991,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,212,1,Sports,19,4847.22,1581.4,0.3262,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,213,1,Beauty,25,1085.52,408.21,0.3761,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,213,1,Electronics,11,9385.83,3653.79,0.3893,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,213,1,Fashion,17,2043.26,963.95,0.4718,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,213,1,Furniture,28,20404.03,6076.36,0.2978,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,213,1,Grocery,21,589.35,226.07,0.3836,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,213,1,Home Appliances,32,15938.99,7778.17,0.488,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,213,1,Office Supplies,24,1390.42,647.17,0.4654,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,213,1,Sports,24,2868.45,1105.61,0.3854,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,214,1,Beauty,17,851.63,290.81,0.3415,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,214,1,Electronics,42,50511.23,20850.27,0.4128,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,214,1,Fashion,27,3284.61,1414.13,0.4305,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,214,1,Furniture,33,23151.41,8085.59,0.3492,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,214,1,Grocery,4,43.05,18.83,0.4374,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,214,1,Home Appliances,24,10348.76,3637.33,0.3515,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,214,1,Office Supplies,33,1862.09,647.32,0.3476,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,215,2,Beauty,65,3357.55,1167.94,0.3479,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,215,2,Electronics,65,62027.46,26934.47,0.4342,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,215,2,Fashion,65,7416.66,3369.26,0.4543,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,215,2,Furniture,48,26400.66,10242.49,0.388,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,215,2,Grocery,57,1583.46,566.59,0.3578,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,215,2,Home Appliances,83,44338.61,17909.91,0.4039,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,215,2,Office Supplies,53,2442.36,1000.84,0.4098,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,215,2,Sports,87,16632.83,6197.39,0.3726,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,216,2,Beauty,90,4379.26,1403.56,0.3205,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,216,2,Electronics,115,111830.26,43862.82,0.3922,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,216,2,Fashion,48,4925.22,1983.16,0.4027,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,216,2,Furniture,41,33297.27,12208.57,0.3667,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,216,2,Grocery,78,1916.03,664.15,0.3466,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,216,2,Home Appliances,48,20045.27,7456.51,0.372,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,216,2,Office Supplies,70,3114.49,1344.53,0.4317,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,216,2,Sports,88,15819.61,5851.37,0.3699,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,217,2,Beauty,85,4543.24,1803.82,0.397,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,217,2,Electronics,123,125974.25,54439.04,0.4321,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,217,2,Fashion,89,8445.31,3595.16,0.4257,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,217,2,Furniture,84,67362.26,24087.35,0.3576,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,217,2,Grocery,40,890.08,365.25,0.4104,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,217,2,Home Appliances,87,46603.0,18935.7,0.4063,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,217,2,Office Supplies,90,3708.52,1598.18,0.4309,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,217,2,Sports,107,19369.6,6803.32,0.3512,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,218,3,Beauty,226,10880.39,3028.64,0.2784,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,218,3,Electronics,135,122279.35,52069.92,0.4258,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,218,3,Fashion,220,24333.44,9130.78,0.3752,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,218,3,Furniture,174,128226.25,49505.45,0.3861,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,218,3,Grocery,210,4447.1,1631.46,0.3669,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,218,3,Home Appliances,337,196562.99,73055.5,0.3717,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,218,3,Office Supplies,256,9498.59,3657.03,0.385,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,218,3,Sports,333,46324.77,18663.91,0.4029,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,219,3,Beauty,325,17579.84,6805.66,0.3871,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,219,3,Electronics,306,250698.87,107462.08,0.4287,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,219,3,Fashion,389,35716.07,12223.52,0.3422,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,219,3,Furniture,146,86733.1,26130.31,0.3013,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,219,3,Grocery,348,8507.59,3191.73,0.3752,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,219,3,Home Appliances,384,154996.43,56305.31,0.3633,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,219,3,Office Supplies,333,15881.71,7122.59,0.4485,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,219,3,Sports,194,29063.42,12706.58,0.4372,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,220,4,Beauty,84,3551.18,1318.62,0.3713,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,220,4,Electronics,152,154230.01,61652.05,0.3997,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,220,4,Fashion,119,9929.92,4289.46,0.432,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,220,4,Furniture,82,53628.39,18593.71,0.3467,Aggressive,Regional Director,2025,FQ4,2025,1,January
2025-01-01,220,4,Grocery,108,2119.98,794.81,0.3749,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,220,4,Home Appliances,64,29665.3,13136.74,0.4428,Aggressive,Finance Ops,2025,FQ4,2025,1,January
2025-01-01,220,4,Office Supplies,88,4192.77,1729.58,0.4125,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-01-01,220,4,Sports,132,23734.11,9416.83,0.3968,Aggressive,Commercial Planning,2025,FQ4,2025,1,January
2025-02-01,201,1,Beauty,17,837.11,338.26,0.4041,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,201,1,Electronics,35,36334.66,14849.52,0.4087,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,201,1,Fashion,33,3893.03,1783.31,0.4581,Aggressive,Regional Director,2025,FQ4,2025,2,February
2025-02-01,201,1,Furniture,9,7255.23,2447.7,0.3374,Aggressive,Regional Director,2025,FQ4,2025,2,February
2025-02-01,201,1,Grocery,21,304.12,132.0,0.434,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,201,1,Home Appliances,16,5457.78,2479.89,0.4544,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,201,1,Office Supplies,11,527.28,186.72,0.3541,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,201,1,Sports,20,4128.28,1692.7,0.41,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,202,1,Beauty,9,652.11,204.22,0.3132,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,202,1,Electronics,8,10016.98,4359.08,0.4352,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,202,1,Fashion,14,1032.61,364.6,0.3531,Aggressive,Regional Director,2025,FQ4,2025,2,February
2025-02-01,202,1,Furniture,22,16921.86,6347.97,0.3751,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,202,1,Grocery,20,743.63,319.76,0.43,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,202,1,Home Appliances,25,10132.97,4378.36,0.4321,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,202,1,Office Supplies,3,174.39,63.14,0.3621,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,202,1,Sports,8,1197.91,497.82,0.4156,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,203,1,Beauty,24,982.8,420.05,0.4274,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,203,1,Electronics,21,18146.28,7802.43,0.43,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,203,1,Fashion,13,1110.57,347.33,0.3127,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,203,1,Furniture,10,5305.24,1753.74,0.3306,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,203,1,Grocery,18,360.51,130.88,0.363,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,203,1,Home Appliances,21,8539.76,3479.74,0.4075,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,203,1,Office Supplies,26,1101.3,413.21,0.3752,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,203,1,Sports,22,3114.55,1282.14,0.4117,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,204,1,Beauty,12,641.64,190.39,0.2967,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,204,1,Electronics,8,6846.18,3172.34,0.4634,Aggressive,Finance Ops,2025,FQ4,2025,2,February
2025-02-01,204,1,Fashion,12,1030.11,380.31,0.3692,Aggressive,Regional Director,2025,FQ4,2025,2,February
2025-02-01,204,1,Furniture,19,9617.4,3065.15,0.3187,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,204,1,Grocery,24,669.12,265.38,0.3966,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
2025-02-01,204,1,Home Appliances,27,15533.5,5208.32,0.3353,Aggressive,Regional Director,2025,FQ4,2025,2,February
2025-02-01,204,1,Sports,29,4524.87,1894.22,0.4186,Aggressive,Commercial Planning,2025,FQ4,2025,2,February
