SalesLineKey,OrderID,OrderLineNo,OrderDate,ShipDate,InvoiceDate,ReturnDate,CustomerKey,ProductKey,StoreKey,SalespersonKey,PromotionKey,ChannelKey,SalesRegion,Country,CustomerSegment,OrderPriority,PaymentMethod,ProductCategory,ProductSubcategory,Units,UnitPrice,ListPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,COGS,GrossProfit,TaxAmount,FreightAmount,ReturnedFlag,OnTimeShipFlag,DemandIndex
68370,ORD-20250715-068370,1,2025-07-15,2025-07-18,2025-07-16,,8384,1125,217,436,303,2,North,USA,Corporate,Medium,Card,Sports,Fitness,3,244.12,235.88,0.12,732.36,87.88,644.48,481.9,162.58,46.72,11.13,0,0,104.3
68371,ORD-20250715-068371,1,2025-07-15,2025-07-17,2025-07-17,,7293,1063,220,456,303,4,North,USA,Small Business,High,Net Terms,Furniture,Office Furniture,1,408.17,407.16,0.18,408.17,73.47,334.7,300.04,34.66,24.27,9.95,0,1,116.5
68372,ORD-20250715-068372,1,2025-07-15,2025-07-16,2025-07-16,,8195,1147,211,454,307,1,East,USA,Consumer,Medium,Card,Beauty,Skincare,4,25.55,24.01,0.14,102.2,14.31,87.89,57.95,29.94,6.37,0.0,0,1,113.5
68373,ORD-20250715-068373,1,2025-07-15,2025-07-16,2025-07-17,,6071,1013,203,432,0,1,West,USA,Consumer,Medium,Card,Electronics,Tablet,5,1131.93,1075.13,0.0,5659.65,0.0,5659.65,3836.68,1822.97,410.32,0.0,0,1,101.1
68374,ORD-20250715-068374,1,2025-07-15,2025-07-15,2025-07-15,,8267,1175,215,453,0,2,South,USA,Consumer,Medium,Card,Office Supplies,Writing,2,71.98,71.04,0.0,143.96,0.0,143.96,85.85,58.11,10.44,5.34,0,1,112.5
68375,ORD-20250715-068375,1,2025-07-15,2025-07-17,2025-07-16,,5710,1037,209,450,303,1,East,USA,Small Business,High,Card,Home Appliances,Cleaning,2,120.19,115.59,0.12,240.38,28.85,211.53,120.57,90.96,15.34,0.0,0,1,112.4
68376,ORD-20250715-068376,1,2025-07-15,2025-07-16,2025-07-15,,6630,1182,215,441,303,2,South,USA,Home Office,Medium,Cash,Office Supplies,Storage,1,58.31,60.61,0.16,58.31,9.33,48.98,42.03,6.95,3.55,4.4,0,1,116.7
68377,ORD-20250715-068377,1,2025-07-15,2025-07-15,2025-07-17,,5139,1045,216,444,303,2,East,USA,Consumer,Medium,Card,Home Appliances,Cooling,2,861.79,833.56,0.18,1723.58,310.24,1413.34,778.18,635.16,102.47,4.64,0,1,111.1
68378,ORD-20250715-068378,1,2025-07-15,2025-07-16,2025-07-16,,8674,1035,217,404,0,2,North,USA,Small Business,Medium,Wallet,Home Appliances,Kitchen,6,553.74,591.11,0.01,3322.44,33.22,3289.22,2450.57,838.65,238.47,4.83,0,1,118.6
68379,ORD-20250715-068379,1,2025-07-15,2025-07-15,2025-07-15,,8478,1096,217,455,0,2,North,USA,Consumer,Medium,Card,Fashion,Footwear,1,118.94,122.43,0.0,118.94,0.0,118.94,84.4,34.54,8.62,11.54,0,1,111.0
68380,ORD-20250715-068380,1,2025-07-15,2025-07-15,2025-07-17,,6330,1072,206,423,303,1,South,USA,Consumer,High,Card,Furniture,Bedroom,3,1195.27,1175.25,0.12,3585.81,430.3,3155.51,2467.29,688.22,228.77,0.0,0,1,113.7
68381,ORD-20250715-068381,1,2025-07-15,2025-07-16,2025-07-15,,7191,1125,202,408,0,1,West,USA,Corporate,High,Card,Sports,Fitness,8,216.43,226.25,0.0,1731.44,0.0,1731.44,1316.11,415.33,125.53,0.0,0,1,114.8
68382,ORD-20250715-068382,1,2025-07-15,2025-07-17,2025-07-17,,6849,1049,207,420,0,1,North,USA,Small Business,Medium,Cash,Home Appliances,Cooling,6,547.91,533.35,0.0,3287.46,0.0,3287.46,2285.41,1002.05,238.34,0.0,0,1,114.8
68383,ORD-20250715-068383,1,2025-07-15,2025-07-16,2025-07-16,,5483,1018,215,409,0,2,South,USA,Consumer,Medium,Card,Electronics,Phone,10,528.62,566.28,0.0,5286.2,0.0,5286.2,3429.09,1857.11,383.25,6.38,0,1,116.3
68384,ORD-20250715-068384,1,2025-07-15,2025-07-16,2025-07-15,,7393,1090,217,429,0,2,North,USA,Consumer,High,Card,Fashion,Women Apparel,3,75.58,76.33,0.0,226.74,0.0,226.74,108.95,117.79,16.44,8.94,0,1,106.3
68385,ORD-20250715-068385,1,2025-07-15,2025-07-17,2025-07-16,,7482,1028,207,435,0,1,North,USA,Small Business,High,Card,Electronics,Audio,1,1130.84,1145.48,0.0,1130.84,0.0,1130.84,651.03,479.81,81.99,0.0,0,1,111.8
68386,ORD-20250715-068386,1,2025-07-15,2025-07-15,2025-07-16,,7442,1010,207,435,0,1,North,USA,Consumer,Medium,Card,Electronics,Tablet,1,570.94,530.87,0.0,570.94,0.0,570.94,258.16,312.78,41.39,0.0,0,1,104.0
68387,ORD-20250715-068387,1,2025-07-15,2025-07-17,2025-07-16,,8315,1084,213,417,0,1,North,USA,Consumer,Low,Wallet,Fashion,Men Apparel,2,104.52,112.28,0.0,209.04,0.0,209.04,103.97,105.07,15.16,0.0,0,1,102.4
68388,ORD-20250715-068388,1,2025-07-15,2025-07-16,2025-07-15,,9889,1128,202,415,0,1,West,USA,Consumer,Medium,Card,Sports,Outdoor,6,277.07,278.39,0.0,1662.42,0.0,1662.42,1209.75,452.67,120.53,0.0,0,1,101.2
68389,ORD-20250715-068389,1,2025-07-15,2025-07-19,2025-07-16,,8337,1116,212,453,0,1,South,USA,Corporate,High,Wallet,Grocery,Staples,2,7.7,7.9,0.01,15.4,0.15,15.25,8.09,7.16,1.11,0.0,0,0,117.7
68390,ORD-20250715-068390,1,2025-07-15,2025-07-17,2025-07-15,,7518,1057,215,458,0,2,South,USA,Home Office,High,Cash,Furniture,Office Furniture,1,726.77,765.95,0.0,726.77,0.0,726.77,439.87,286.9,52.69,10.36,0,1,106.7
68391,ORD-20250715-068391,1,2025-07-15,2025-07-16,2025-07-15,,8252,1158,206,444,0,1,South,USA,Consumer,Medium,Cash,Beauty,Personal Care,6,64.37,65.19,0.0,386.22,0.0,386.22,203.27,182.95,28.0,0.0,0,1,107.6
68392,ORD-20250715-068392,1,2025-07-15,2025-07-22,2025-07-15,,7340,1069,218,427,0,3,North,USA,Home Office,Medium,Card,Furniture,Living Room,25,541.26,542.11,0.0,13531.5,0.0,13531.5,9280.3,4251.2,541.26,44.48,0,0,119.2
68393,ORD-20250715-068393,1,2025-07-15,2025-07-18,2025-07-15,,6794,1135,215,456,0,2,South,USA,Consumer,Medium,Cash,Sports,Athleisure,1,192.56,182.15,0.0,192.56,0.0,192.56,100.87,91.69,13.96,5.03,0,0,100.1
68394,ORD-20250715-068394,1,2025-07-15,2025-07-17,2025-07-15,,8222,1035,215,458,0,2,South,USA,Consumer,Medium,Wallet,Home Appliances,Kitchen,5,572.8,594.78,0.0,2864.0,0.0,2864.0,2071.81,792.19,207.64,4.38,0,1,117.0
68395,ORD-20250715-068395,1,2025-07-15,2025-07-18,2025-07-16,,7837,1167,204,455,0,1,South,USA,Consumer,Medium,Card,Office Supplies,Paper,1,59.51,62.58,0.0,59.51,0.0,59.51,38.05,21.46,4.31,0.0,0,0,109.4
68396,ORD-20250715-068396,1,2025-07-15,2025-07-17,2025-07-16,2025-08-24,8306,1001,217,420,0,2,North,USA,Consumer,Medium,Card,Electronics,Laptop,3,164.18,162.71,0.0,492.54,0.0,492.54,218.83,273.71,35.71,11.29,1,1,116.7
68397,ORD-20250715-068397,1,2025-07-15,2025-07-16,2025-07-17,,5803,1095,215,419,0,2,South,USA,Consumer,Medium,Cash,Fashion,Footwear,2,142.29,144.98,0.0,284.58,0.0,284.58,163.61,120.97,20.63,7.76,0,1,102.5
68398,ORD-20250715-068398,1,2025-07-15,2025-07-16,2025-07-16,,5986,1059,202,458,0,1,West,USA,Small Business,Medium,Bank Transfer,Furniture,Office Furniture,5,935.64,1011.9,0.0,4678.2,0.0,4678.2,3795.16,883.04,339.17,0.0,0,1,106.9
68399,ORD-20250715-068399,1,2025-07-15,2025-07-15,2025-07-16,2025-08-05,5449,1092,201,449,0,1,South,USA,Consumer,Medium,Net Terms,Fashion,Footwear,4,37.28,38.87,0.0,149.12,0.0,149.12,76.38,72.74,10.81,0.0,1,1,105.5
68400,ORD-20250715-068400,1,2025-07-15,2025-07-19,2025-07-15,,5295,1020,218,428,306,3,North,USA,Consumer,Medium,Card,Electronics,Phone,20,314.07,316.73,0.1,6281.4,628.14,5653.26,3376.79,2276.47,226.13,37.7,0,1,114.4
68401,ORD-20250715-068401,1,2025-07-15,2025-07-19,2025-07-16,,6244,1059,219,444,0,3,South,USA,Corporate,Medium,Card,Furniture,Office Furniture,25,1048.52,1068.96,0.01,26213.0,262.13,25950.87,18333.73,7617.14,1038.03,37.93,0,1,111.0
68402,ORD-20250715-068402,1,2025-07-15,2025-07-16,2025-07-15,,8217,1058,215,423,0,2,South,USA,Consumer,Medium,Card,Furniture,Office Furniture,2,922.58,986.96,0.0,1845.16,0.0,1845.16,1202.73,642.43,133.77,4.79,0,1,108.1
68403,ORD-20250715-068403,1,2025-07-15,2025-07-15,2025-07-16,,8935,1041,220,419,303,4,North,USA,Small Business,High,Card,Home Appliances,Cleaning,2,704.22,705.87,0.11,1408.44,154.93,1253.51,951.45,302.06,90.88,7.44,0,1,109.7
68404,ORD-20250715-068404,1,2025-07-15,2025-07-18,2025-07-16,,9816,1094,219,446,0,3,South,USA,Home Office,Medium,Net Terms,Fashion,Footwear,30,133.54,130.34,0.0,4006.2,0.0,4006.2,2113.85,1892.35,160.25,36.86,0,1,117.1
68405,ORD-20250715-068405,1,2025-07-15,2025-07-16,2025-07-16,,5241,1043,203,412,303,1,West,USA,Consumer,Medium,Bank Transfer,Home Appliances,Cooling,5,440.2,439.53,0.12,2201.0,264.12,1936.88,1337.91,598.97,140.42,0.0,0,1,109.6
68406,ORD-20250715-068406,1,2025-07-15,2025-07-18,2025-07-16,,6449,1022,215,438,0,2,South,USA,Small Business,Medium,Card,Electronics,Audio,1,333.32,342.76,0.0,333.32,0.0,333.32,163.72,169.6,24.17,4.57,0,0,101.9
68407,ORD-20250715-068407,1,2025-07-15,2025-07-15,2025-07-16,,9681,1127,216,440,0,2,East,USA,Consumer,Medium,Card,Sports,Outdoor,1,203.66,220.42,0.0,203.66,0.0,203.66,99.78,103.88,14.77,8.58,0,1,107.9
68408,ORD-20250715-068408,1,2025-07-15,2025-07-18,2025-07-16,,5225,1062,215,444,0,2,South,USA,Small Business,Medium,Cash,Furniture,Office Furniture,4,307.24,289.91,0.0,1228.96,0.0,1228.96,713.78,515.18,89.1,11.93,0,0,116.3
68409,ORD-20250715-068409,1,2025-07-15,2025-07-18,2025-07-16,,5178,1167,218,444,303,3,North,USA,Home Office,Medium,Net Terms,Office Supplies,Paper,20,60.42,61.18,0.15,1208.4,181.26,1027.14,776.91,250.23,41.09,41.47,0,1,112.6
68410,ORD-20250715-068410,1,2025-07-15,2025-07-15,2025-07-15,,6710,1114,211,438,303,1,East,USA,Consumer,High,Card,Grocery,Staples,1,12.63,12.92,0.18,12.63,2.27,10.36,8.63,1.73,0.75,0.0,0,1,108.2
68411,ORD-20250715-068411,1,2025-07-15,2025-07-16,2025-07-17,,5912,1155,206,433,307,1,South,USA,Corporate,Critical,Card,Beauty,Personal Care,1,27.94,30.26,0.1,27.94,2.79,25.15,17.48,7.67,1.82,0.0,0,1,116.7
68412,ORD-20250715-068412,1,2025-07-15,2025-07-19,2025-07-16,,6100,1134,215,415,0,2,South,USA,Consumer,Medium,Card,Sports,Athleisure,6,156.38,162.59,0.0,938.28,0.0,938.28,486.86,451.42,68.03,6.63,0,0,101.0
68413,ORD-20250715-068413,1,2025-07-15,2025-07-20,2025-07-16,,5854,1150,219,403,306,3,South,USA,Consumer,Medium,Card,Beauty,Makeup,25,67.4,66.39,0.11,1685.0,185.35,1499.65,1147.57,352.08,59.99,16.9,0,0,118.7
68414,ORD-20250715-068414,1,2025-07-15,2025-07-20,2025-07-17,,9634,1137,219,445,0,3,South,USA,Consumer,Medium,Wallet,Sports,Athleisure,30,311.27,306.95,0.0,9338.1,0.0,9338.1,5977.35,3360.75,373.52,43.98,0,0,113.8
68415,ORD-20250715-068415,1,2025-07-15,2025-07-15,2025-07-16,,6563,1039,205,441,303,1,South,USA,Consumer,Critical,Card,Home Appliances,Cleaning,6,520.58,557.51,0.14,3123.48,437.29,2686.19,2269.93,416.26,194.75,0.0,0,1,107.4
68416,ORD-20250715-068416,1,2025-07-15,2025-07-15,2025-07-16,,9236,1088,215,450,0,2,South,USA,Consumer,Medium,Card,Fashion,Women Apparel,1,89.86,91.65,0.0,89.86,0.0,89.86,67.97,21.89,6.51,11.76,0,1,118.0
68417,ORD-20250715-068417,1,2025-07-15,2025-07-17,2025-07-17,,5663,1101,209,417,303,1,East,USA,Small Business,Low,Bank Transfer,Grocery,Beverages,1,47.08,44.43,0.16,47.08,7.53,39.55,23.69,15.86,2.87,0.0,0,1,106.6
68418,ORD-20250715-068418,1,2025-07-15,2025-07-16,2025-07-15,,7383,1037,218,425,0,3,North,USA,Small Business,High,Card,Home Appliances,Cleaning,20,108.91,116.69,0.0,2178.2,0.0,2178.2,1207.44,970.76,87.13,32.45,0,1,111.4
68419,ORD-20250715-068419,1,2025-07-15,2025-07-15,2025-07-17,,5970,1019,216,410,303,2,East,USA,Consumer,Low,Wallet,Electronics,Phone,4,1504.23,1598.64,0.14,6016.92,842.37,5174.55,3996.38,1178.17,375.15,11.43,0,1,113.0
68420,ORD-20250715-068420,1,2025-07-15,2025-07-20,2025-07-15,,5811,1017,215,455,0,2,South,USA,Consumer,Low,Bank Transfer,Electronics,Phone,1,249.11,233.57,0.0,249.11,0.0,249.11,112.46,136.65,18.06,6.44,0,0,101.3
68421,ORD-20250715-068421,1,2025-07-15,2025-07-15,2025-07-17,,7481,1040,216,434,303,2,East,USA,Consumer,High,Card,Home Appliances,Cleaning,2,420.74,406.1,0.17,841.48,143.05,698.43,400.39,298.04,50.64,8.74,0,1,114.9
68422,ORD-20250715-068422,1,2025-07-15,2025-07-18,2025-07-15,,8731,1166,219,442,306,3,South,USA,Consumer,Medium,Net Terms,Office Supplies,Paper,6,34.44,36.76,0.11,206.64,22.73,183.91,102.32,81.59,7.36,7.57,0,1,101.0
68423,ORD-20250715-068423,1,2025-07-15,2025-07-17,2025-07-16,,5413,1088,205,405,0,1,South,USA,Home Office,Low,Card,Fashion,Women Apparel,7,89.43,91.8,0.02,626.01,12.52,613.49,465.58,147.91,44.48,0.0,0,1,102.8
68424,ORD-20250715-068424,1,2025-07-15,2025-07-17,2025-07-16,,5263,1117,219,434,306,3,South,USA,Consumer,Medium,Wallet,Grocery,Staples,25,5.24,5.14,0.07,131.0,9.17,121.83,62.27,59.56,4.87,48.44,0,1,108.5
68425,ORD-20250715-068425,1,2025-07-15,2025-07-16,2025-07-16,,6709,1091,202,401,0,1,West,USA,Small Business,Medium,Net Terms,Fashion,Women Apparel,1,179.72,168.83,0.0,179.72,0.0,179.72,89.18,90.54,13.03,0.0,0,1,117.8
68426,ORD-20250715-068426,1,2025-07-15,2025-07-16,2025-07-16,,6912,1006,216,421,303,2,East,USA,Small Business,Medium,Cash,Electronics,Laptop,2,1479.56,1606.81,0.14,2959.12,414.28,2544.84,1942.43,602.41,184.5,4.06,0,1,104.0
68427,ORD-20250715-068427,1,2025-07-15,2025-07-17,2025-07-15,,7344,1070,215,437,0,2,South,USA,Small Business,Medium,Card,Furniture,Living Room,1,262.86,267.64,0.0,262.86,0.0,262.86,124.69,138.17,19.06,9.38,0,1,103.1
68428,ORD-20250715-068428,1,2025-07-15,2025-07-18,2025-07-17,2025-07-28,7391,1028,218,450,306,3,North,USA,Consumer,Low,Card,Electronics,Audio,10,1235.2,1171.77,0.07,12352.0,864.64,11487.36,6635.24,4852.12,459.49,18.06,1,1,107.2
68429,ORD-20250715-068429,1,2025-07-15,2025-07-16,2025-07-15,,5526,1121,207,406,0,1,North,USA,Small Business,High,Card,Sports,Fitness,4,154.67,159.17,0.0,618.68,0.0,618.68,309.85,308.83,44.85,0.0,0,1,115.4
68430,ORD-20250715-068430,1,2025-07-15,2025-07-18,2025-07-15,,6733,1176,206,455,0,1,South,USA,Small Business,High,Net Terms,Office Supplies,Storage,4,60.79,58.74,0.0,243.16,0.0,243.16,145.59,97.57,17.63,0.0,0,0,107.6
68431,ORD-20250715-068431,1,2025-07-15,2025-07-17,2025-07-15,,6462,1147,215,426,0,2,South,USA,Consumer,High,Card,Beauty,Skincare,2,23.48,23.82,0.0,46.96,0.0,46.96,29.33,17.63,3.4,7.26,0,1,114.1
68432,ORD-20250715-068432,1,2025-07-15,2025-07-15,2025-07-15,,7551,1009,217,424,0,2,North,USA,Consumer,Medium,Wallet,Electronics,Tablet,2,1480.79,1536.0,0.0,2961.58,0.0,2961.58,1947.1,1014.48,214.71,4.37,0,1,100.6
68433,ORD-20250715-068433,1,2025-07-15,2025-07-15,2025-07-16,,8074,1117,205,451,303,1,South,USA,Consumer,Medium,Card,Grocery,Staples,3,4.91,4.9,0.15,14.73,2.21,12.52,7.86,4.66,0.91,0.0,0,1,118.8
68434,ORD-20250715-068434,1,2025-07-15,2025-07-16,2025-07-16,,6828,1056,216,405,0,2,East,USA,Small Business,Critical,Card,Home Appliances,Laundry,4,878.68,846.64,0.0,3514.72,0.0,3514.72,2240.6,1274.12,254.82,2.58,0,1,105.2
68435,ORD-20250716-068435,1,2025-07-16,2025-07-17,2025-07-17,,9824,1112,212,439,0,1,South,USA,Consumer,Medium,Card,Grocery,Snacks,4,5.96,6.23,0.0,23.84,0.0,23.84,13.96,9.88,1.73,0.0,0,1,110.7
68436,ORD-20250716-068436,1,2025-07-16,2025-07-18,2025-07-18,,5482,1055,219,440,0,3,South,USA,Consumer,Medium,Net Terms,Home Appliances,Laundry,15,316.48,312.87,0.0,4747.2,0.0,4747.2,2890.13,1857.07,189.89,8.16,0,1,100.6
68437,ORD-20250716-068437,1,2025-07-16,2025-07-17,2025-07-17,,5036,1108,217,438,0,2,North,USA,Corporate,Medium,Wallet,Grocery,Snacks,2,15.67,15.22,0.0,31.34,0.0,31.34,15.91,15.43,2.27,3.32,0,1,115.7
68438,ORD-20250716-068438,1,2025-07-16,2025-07-16,2025-07-18,,5695,1003,213,406,0,1,North,USA,Consumer,High,Card,Electronics,Laptop,1,1193.43,1124.77,0.0,1193.43,0.0,1193.43,708.97,484.46,86.52,0.0,0,1,110.1
68439,ORD-20250716-068439,1,2025-07-16,2025-07-17,2025-07-18,,9739,1008,216,405,0,2,East,USA,Consumer,Medium,Card,Electronics,Tablet,2,1294.2,1296.18,0.01,2588.4,25.88,2562.52,1730.55,831.97,185.78,8.75,0,1,108.5
68440,ORD-20250716-068440,1,2025-07-16,2025-07-17,2025-07-18,,5398,1102,211,418,303,1,East,USA,Small Business,Critical,Cash,Grocery,Beverages,3,37.86,36.48,0.17,113.58,19.31,94.27,73.14,21.13,6.83,0.0,0,1,109.3
68441,ORD-20250716-068441,1,2025-07-16,2025-07-19,2025-07-17,,8492,1072,216,426,0,2,East,USA,Consumer,Medium,Cash,Furniture,Bedroom,4,1305.07,1228.41,0.0,5220.28,0.0,5220.28,3249.81,1970.47,378.47,9.62,0,0,99.9
68442,ORD-20250716-068442,1,2025-07-16,2025-07-18,2025-07-16,,6626,1171,217,436,303,2,North,USA,Small Business,High,Wallet,Office Supplies,Writing,8,68.68,71.25,0.14,549.44,76.92,472.52,333.06,139.46,34.26,6.45,0,1,115.0
68443,ORD-20250716-068443,1,2025-07-16,2025-07-17,2025-07-16,,8007,1080,215,438,303,2,South,USA,Home Office,Critical,Wallet,Fashion,Men Apparel,5,166.59,165.78,0.17,832.95,141.6,691.35,395.48,295.87,50.12,7.51,0,1,105.9
68444,ORD-20250716-068444,1,2025-07-16,2025-07-18,2025-07-16,,7780,1134,212,429,0,1,South,USA,Consumer,Medium,Card,Sports,Athleisure,2,163.12,157.12,0.0,326.24,0.0,326.24,163.46,162.78,23.65,0.0,0,1,118.7
68445,ORD-20250716-068445,1,2025-07-16,2025-07-20,2025-07-16,,7501,1123,219,446,306,3,South,USA,Home Office,High,Net Terms,Sports,Fitness,25,237.84,223.75,0.1,5946.0,594.6,5351.4,3942.87,1408.53,214.06,18.35,0,1,109.2
68446,ORD-20250716-068446,1,2025-07-16,2025-07-17,2025-07-16,,5447,1180,217,418,0,2,North,USA,Corporate,High,Card,Office Supplies,Storage,2,49.85,50.24,0.01,99.7,1.0,98.7,63.75,34.95,7.16,6.44,0,1,108.8
68447,ORD-20250716-068447,1,2025-07-16,2025-07-17,2025-07-16,,5024,1130,217,420,303,2,North,USA,Consumer,Medium,Card,Sports,Outdoor,4,108.48,105.51,0.15,433.92,65.09,368.83,240.37,128.46,26.74,10.67,0,1,114.3
68448,ORD-20250716-068448,1,2025-07-16,2025-07-16,2025-07-16,,7779,1096,211,426,0,1,East,USA,Consumer,Medium,Card,Fashion,Footwear,1,124.28,119.86,0.0,124.28,0.0,124.28,83.0,41.28,9.01,0.0,0,1,104.8
68449,ORD-20250716-068449,1,2025-07-16,2025-07-18,2025-07-16,,6445,1097,219,425,306,3,South,USA,Consumer,Low,Card,Fashion,Footwear,8,57.04,54.09,0.05,456.32,22.82,433.5,251.63,181.87,17.34,12.06,0,1,102.3
68450,ORD-20250716-068450,1,2025-07-16,2025-07-18,2025-07-18,,8798,1104,216,451,309,2,East,USA,Consumer,Medium,Card,Grocery,Beverages,4,24.33,24.45,0.15,97.32,14.6,82.72,66.35,16.37,6.0,5.62,0,1,105.7
68451,ORD-20250716-068451,1,2025-07-16,2025-07-17,2025-07-18,,7717,1064,210,424,0,1,West,USA,Consumer,Medium,Wallet,Furniture,Living Room,1,476.96,484.45,0.0,476.96,0.0,476.96,227.02,249.94,34.58,0.0,0,1,119.0
68452,ORD-20250716-068452,1,2025-07-16,2025-07-20,2025-07-16,,7878,1114,220,430,0,4,North,USA,Consumer,High,Card,Grocery,Staples,3,12.05,12.65,0.0,36.15,0.0,36.15,27.03,9.12,2.62,5.85,0,1,105.4
68453,ORD-20250716-068453,1,2025-07-16,2025-07-17,2025-07-16,,6288,1085,205,441,0,1,South,USA,Corporate,High,Net Terms,Fashion,Women Apparel,5,115.6,111.47,0.0,578.0,0.0,578.0,308.54,269.46,41.9,0.0,0,1,118.9
68454,ORD-20250716-068454,1,2025-07-16,2025-07-19,2025-07-16,,8628,1147,206,441,0,1,South,USA,Consumer,Medium,Card,Beauty,Skincare,10,25.0,24.34,0.0,250.0,0.0,250.0,147.46,102.54,18.12,0.0,0,0,113.6
68455,ORD-20250716-068455,1,2025-07-16,2025-07-19,2025-07-17,,6693,1161,215,457,0,2,South,USA,Small Business,High,Card,Beauty,Personal Care,2,85.88,86.71,0.01,171.76,1.72,170.04,126.06,43.98,12.33,11.45,0,0,102.2
68456,ORD-20250716-068456,1,2025-07-16,2025-07-18,2025-07-17,2025-08-23,5201,1077,205,433,0,1,South,USA,Consumer,Low,Net Terms,Furniture,Bedroom,1,375.06,377.36,0.0,375.06,0.0,375.06,218.22,156.84,27.19,0.0,1,1,103.5
68457,ORD-20250716-068457,1,2025-07-16,2025-07-16,2025-07-18,,8764,1028,216,428,0,2,East,USA,Consumer,Medium,Card,Electronics,Audio,1,1083.08,1148.18,0.0,1083.08,0.0,1083.08,686.81,396.27,78.52,4.46,0,1,117.1
68458,ORD-20250716-068458,1,2025-07-16,2025-07-19,2025-07-18,,6844,1136,215,441,0,2,South,USA,Small Business,Medium,Card,Sports,Athleisure,1,182.89,189.34,0.0,182.89,0.0,182.89,83.59,99.3,13.26,8.96,0,0,110.3
68459,ORD-20250716-068459,1,2025-07-16,2025-07-18,2025-07-17,,5909,1048,219,438,309,3,South,USA,Consumer,Medium,Card,Home Appliances,Cooling,8,308.71,311.02,0.26,2469.68,642.12,1827.56,1521.1,306.46,73.1,14.07,0,1,114.8
68460,ORD-20250716-068460,1,2025-07-16,2025-07-20,2025-07-16,,6180,1045,218,414,306,3,North,USA,Home Office,Medium,Card,Home Appliances,Cooling,12,862.56,832.43,0.09,10350.72,931.56,9419.16,4674.04,4745.12,376.77,11.98,0,1,116.6
68461,ORD-20250716-068461,1,2025-07-16,2025-07-18,2025-07-16,,6196,1074,218,421,306,3,North,USA,Small Business,Medium,Net Terms,Furniture,Bedroom,25,590.49,634.25,0.11,14762.25,1623.85,13138.4,7187.91,5950.49,525.54,46.36,0,1,104.1
68462,ORD-20250716-068462,1,2025-07-16,2025-07-19,2025-07-16,,8591,1165,205,454,0,1,South,USA,Corporate,Critical,Wallet,Office Supplies,Paper,5,70.75,74.53,0.0,353.75,0.0,353.75,222.99,130.76,25.65,0.0,0,0,116.3
68463,ORD-20250716-068463,1,2025-07-16,2025-07-17,2025-07-16,,8733,1054,216,411,0,2,East,USA,Consumer,Medium,Card,Home Appliances,Laundry,6,371.25,353.19,0.0,2227.5,0.0,2227.5,1216.42,1011.08,161.49,6.08,0,1,99.7
68464,ORD-20250716-068464,1,2025-07-16,2025-07-21,2025-07-17,,9687,1091,219,407,0,3,South,USA,Corporate,High,Bank Transfer,Fashion,Women Apparel,15,172.71,164.75,0.02,2590.65,51.81,2538.84,1344.23,1194.61,101.55,11.97,0,0,118.6
68465,ORD-20250716-068465,1,2025-07-16,2025-07-17,2025-07-18,,8749,1088,209,450,0,1,East,USA,Home Office,Low,Card,Fashion,Women Apparel,2,85.49,92.09,0.01,170.98,1.71,169.27,134.85,34.42,12.27,0.0,0,1,112.7
68466,ORD-20250716-068466,1,2025-07-16,2025-07-20,2025-07-18,,9037,1002,218,438,306,3,North,USA,Small Business,Medium,Net Terms,Electronics,Laptop,25,766.78,821.88,0.05,19169.5,958.48,18211.02,10786.67,7424.35,728.44,23.95,0,1,115.0
68467,ORD-20250716-068467,1,2025-07-16,2025-07-17,2025-07-16,,8987,1121,215,429,0,2,South,USA,Small Business,Critical,Card,Sports,Fitness,8,173.5,163.35,0.0,1388.0,0.0,1388.0,632.56,755.44,100.63,11.82,0,1,101.8
68468,ORD-20250716-068468,1,2025-07-16,2025-07-18,2025-07-17,,5063,1012,218,408,303,3,North,USA,Small Business,High,Card,Electronics,Tablet,10,1007.54,1093.27,0.15,10075.4,1511.31,8564.09,5115.31,3448.78,342.56,10.53,0,1,101.0
68469,ORD-20250716-068469,1,2025-07-16,2025-07-17,2025-07-18,,5776,1101,219,452,303,3,South,USA,Small Business,Medium,Card,Grocery,Beverages,25,47.37,44.68,0.15,1184.25,177.64,1006.61,614.15,392.46,40.26,14.68,0,1,102.2
68470,ORD-20250716-068470,1,2025-07-16,2025-07-18,2025-07-17,,5792,1142,215,450,0,2,South,USA,Home Office,Low,Card,Beauty,Skincare,4,89.58,84.62,0.0,358.32,0.0,358.32,225.59,132.73,25.98,4.25,0,1,111.8
68471,ORD-20250716-068471,1,2025-07-16,2025-07-18,2025-07-17,,7817,1160,206,457,307,1,South,USA,Consumer,Low,Card,Beauty,Personal Care,1,56.49,59.61,0.15,56.49,8.47,48.02,34.19,13.83,3.48,0.0,0,1,101.6
68472,ORD-20250716-068472,1,2025-07-16,2025-07-17,2025-07-18,,8086,1054,220,434,303,4,North,USA,Consumer,Medium,Cash,Home Appliances,Laundry,2,331.36,357.53,0.16,662.72,106.04,556.68,403.05,153.63,40.36,5.04,0,1,105.5
68473,ORD-20250716-068473,1,2025-07-16,2025-07-16,2025-07-16,,6269,1082,209,454,0,1,East,USA,Home Office,Medium,Card,Fashion,Men Apparel,1,36.12,36.42,0.0,36.12,0.0,36.12,23.63,12.49,2.62,0.0,0,1,115.1
